YEAR,LOC,STATE,COUNTY_CITY,BRAND,NAME,PCODE,YIELD,WATER_REGIME,PAVG,MOIST,TW,DAYS
2003,HVD,KS,HARVEY,DELANGE,DSA 147,2117,52,Dryland,131,18,57,71
2003,HVD,KS,HARVEY,ASGROW,A459,2030,42,Dryland,106,18,56,70
2003,HVD,KS,HARVEY,DELANGE,DSA 133,1324,44,Dryland,111,18,55,68
2003,CHD,KS,Unknown,SORG. PARTNERS,NK8828,2180,46,Dryland,72,12,47,68
2003,HVD,KS,HARVEY,DELANGE,DSA 115C,1918,51,Dryland,128,18,56,71
2003,CHD,KS,Unknown,SORG. PARTNERS,NK7655,2287,63,Dryland,100,9,47,66
2003,CHD,KS,Unknown,SORG. PARTNERS,NK5418,2285,65,Dryland,104,11,51,59
2003,BRD,KS,BROWN,GARST,5382,2179,93,Dryland,97,22,54,76
2003,BRD,KS,BROWN,GARST,5460,2263,95,Dryland,100,18,55,74
2003,BRD,KS,BROWN,MONSANTO,X128,2221,104,Dryland,109,20,55,75
2003,LBD,KS,LABETTE,MIDLAND,M-4758Y,2194,91,Dryland,99,13,58,60
2003,LBD,KS,LABETTE,GARST,5515,2050,89,Dryland,98,13,57,58
2003,RLD,KS,RILEY,SORG. PARTNERS,NK8828,2180,77,Dryland,69,14,52,75
2003,CHD,KS,Unknown,PIONEER,8500,1477,66,Dryland,105,14,53,60
2003,RLD,KS,RILEY,TRIUMPH,TR 481,1857,125,Dryland,112,13,56,74
2003,RLD,KS,RILEY,,GRAND MEAN,9901,111,Dryland,111,13,54,72
2003,CHD,KS,Unknown,ASGROW,A571,1910,59,Dryland,94,9,46,67
2003,CHD,KS,Unknown,DEKALB,DKS42-20,2217,68,Dryland,108,11,50,59
2003,CHD,KS,Unknown,DEKALB,DKS44-41,2218,59,Dryland,93,12,51,62
2003,CHD,KS,Unknown,DEKALB,DKS53-11,2222,70,Dryland,111,13,54,64
2003,CHD,KS,Unknown,DEKALB,DKS54-00,2112,64,Dryland,101,10,48,64
2003,CHD,KS,Unknown,DELANGE,DSA 133,1324,63,Dryland,99,11,51,63
2003,CHD,KS,Unknown,DELANGE,DSA 147,2117,58,Dryland,92,14,50,64
2003,CHD,KS,Unknown,GARST,5515,2050,61,Dryland,97,10,49,60
2003,CHD,KS,Unknown,MONSANTO,X128,2221,70,Dryland,111,12,53,64
2003,CHD,KS,Unknown,MONSANTO,X218,2276,69,Dryland,109,12,52,65
2003,CHD,KS,Unknown,PIONEER,84G50,2264,56,Dryland,89,16,51,63
2003,CHD,KS,Unknown,PIONEER,84G62,2008,65,Dryland,104,12,50,64
2003,CHD,KS,Unknown,PIONEER,85G01,2265,74,Dryland,118,12,54,59
2003,LBD,KS,LABETTE,DELANGE,DSA 147,2117,87,Dryland,95,14,57,58
2003,CHD,KS,Unknown,SORG. PARTNERS,K73-J6,1904,63,Dryland,100,11,49,65
2003,CHD,KS,Unknown,SORG. PARTNERS,KS 585,1897,70,Dryland,111,12,54,61
2003,CHD,KS,Unknown,SORG. PARTNERS,NK7633,2286,62,Dryland,98,10,50,64
2003,HVD,KS,HARVEY,DEKALB,DKS54-00,2112,18,Dryland,46,18,40,96
2003,HVD,KS,HARVEY,DEKALB,DKS53-11,2222,41,Dryland,104,19,56,73
2003,HVD,KS,HARVEY,DEKALB,DKS42-20,2217,55,Dryland,139,18,56,67
2003,HVD,KS,HARVEY,ASGROW,A571,1910,23,Dryland,59,27,46,94
2003,ELD,KS,ELLIS,MIDWEST SEED,G 567,2181,66,Dryland,145,15,56,77
2003,HVDT,KS,HARVEY,SORG. PARTNERS,X828,2180,24,Dryland,66,17,54,82
2003,ELD,KS,ELLIS,DYNA-GRO,DGX-1738,2280,48,Dryland,106,14,55,77
2003,ELD,KS,ELLIS,GOLDEN WORLD,GW X1464,2235,27,Dryland,60,16,56,84
2003,ELD,KS,ELLIS,GOLDEN WORLD,GW 1489,2019,36,Dryland,80,20,54,76
2003,ELD,KS,ELLIS,GARST,5750,2178,53,Dryland,116,14,56,72
2003,ELD,KS,ELLIS,GARST,5624,1977,34,Dryland,75,14,54,75
2003,ELD,KS,ELLIS,GARST,5515,2050,42,Dryland,92,14,55,73
2003,ELD,KS,ELLIS,GARST,5460,2263,46,Dryland,100,21,55,76
2003,ELD,KS,ELLIS,FONTANELLE,GE-5615,2273,54,Dryland,118,21,53,78
2003,ELD,KS,ELLIS,FONTANELLE,GE-4445,2274,47,Dryland,104,15,55,70
2003,ELD,KS,ELLIS,DYNA-GRO,DGX-1763,2283,52,Dryland,114,15,54,76
2003,ELD,KS,ELLIS,DYNA-GRO,DGX-1754,2282,19,Dryland,42,15,56,83
2003,ELD,KS,ELLIS,DEKALB,DKS36-00,2164,50,Dryland,110,14,56,65
2003,ELD,KS,ELLIS,MIDWEST SEED,G 530,2080,57,Dryland,124,13,58,79
2003,ELD,KS,ELLIS,DEKALB,DK-44,1915,32,Dryland,71,16,55,77
2003,ELD,KS,ELLIS,CROPLAN GEN.,414,2172,40,Dryland,89,15,55,74
2003,ELD,KS,ELLIS,ASGROW,PULSAR,2219,41,Dryland,89,13,55,64
2003,GRD,KS,GREELEY,,GRAND MEAN,9901,47,Dryland,47,11,55,73
2003,GRD,KS,GREELEY,TRIUMPH,TR 461,2023,44,Dryland,92,11,55,81
2003,GRD,KS,GREELEY,TRIUMPH,TR 460,2234,41,Dryland,87,12,57,77
2003,GRD,KS,GREELEY,TRIUMPH,TR 438,2075,53,Dryland,112,9,57,73
2003,GRD,KS,GREELEY,SORG. PARTNERS,NK5418,2285,55,Dryland,117,9,58,73
2003,GRD,KS,GREELEY,SORG. PARTNERS,KS 585,1897,45,Dryland,96,13,55,74
2003,HVD,KS,HARVEY,NC+,6B73,2289,41,Dryland,104,19,55,72
2003,HVD,KS,HARVEY,NC+,7B47,1991,33,Dryland,84,18,56,70
2003,HVD,KS,HARVEY,PIONEER,84G50,2264,39,Dryland,99,19,55,69
2003,HVD,KS,HARVEY,PIONEER,84G62,2008,20,Dryland,50,21,53,84
2003,HVD,KS,HARVEY,DEKALB,DKS36-00,2164,50,Dryland,126,17,55,58
2003,HVD,KS,HARVEY,DEKALB,DK-44,1915,37,Dryland,93,18,56,69
2003,HVD,KS,HARVEY,MIDWEST SEED,O 256,1923,27,Dryland,69,20,53,79
2003,HVD,KS,HARVEY,MIDWEST SEED,G 567,2181,54,Dryland,136,18,56,71
2003,HVD,KS,HARVEY,ASGROW,PULSAR,2219,50,Dryland,125,17,53,57
2003,HVD,KS,HARVEY,MONSANTO,X218,2276,37,Dryland,94,20,54,78
2003,HVD,KS,HARVEY,MYCOGEN,1506,1579,30,Dryland,76,20,52,85
2003,HVD,KS,HARVEY,MYCOGEN,627,1871,45,Dryland,114,19,55,74
2003,HVD,KS,HARVEY,NC+,6B50,1844,48,Dryland,120,18,55,64
2003,HVDT,KS,HARVEY,G & T,22019,2316,35,Dryland,94,17,55,74
2003,HVDT,KS,HARVEY,G & T,98019,2141,39,Dryland,106,17,55,73
2003,HVDT,KS,HARVEY,MMR GENETICS,MMR341/10,2208,38,Dryland,102,15,55,62
2003,ELD,KS,ELLIS,GOLDEN WORLD,GW X3064,2236,40,Dryland,89,15,56,77
2003,HVDT,KS,HARVEY,MMR GENETICS,99V148/149,2314,45,Dryland,122,16,57,61
2003,HVDT,KS,HARVEY,WARNER SEED,WX01372,2313,27,Dryland,72,16,56,78
2003,HVDT,KS,HARVEY,WARNER SEED,WX01557,2312,49,Dryland,133,16,56,68
2003,HVDT,KS,HARVEY,WARNER SEED,W-902-W,2149,43,Dryland,117,16,56,70
2003,HVD,KS,HARVEY,TRIUMPH,TR 481,1857,17,Dryland,43,15,52,90
2003,HVD,KS,HARVEY,TRIUMPH,TR 438,2075,48,Dryland,122,17,56,63
2003,HVD,KS,HARVEY,SORG. PARTNERS,NK8828,2180,12,Dryland,31,14,48,98
2003,HVD,KS,HARVEY,SORG. PARTNERS,NK7655,2287,33,Dryland,83,18,54,71
2003,HVD,KS,HARVEY,SORG. PARTNERS,NK7633,2286,52,Dryland,130,19,55,73
2003,HVD,KS,HARVEY,SORG. PARTNERS,NK5418,2285,36,Dryland,92,18,55,69
2003,HVD,KS,HARVEY,SORG. PARTNERS,KS 585,1897,50,Dryland,125,18,58,65
2003,HVD,KS,HARVEY,SORG. PARTNERS,K73-J6,1904,42,Dryland,105,19,55,72
2003,HVD,KS,HARVEY,PIONEER,8500,1477,51,Dryland,129,18,56,65
2003,HVDT,KS,HARVEY,MMR GENETICS,Jowar I,2143,38,Dryland,103,15,56,69
2003,FNI,KS,FINNEY,GOLDEN WORLD,GW X5964,2290,103,Irrigated,102,11,60,73
2003,RND,KS,RENO,FRONTIER,F-457E,2174,17,Dryland,82,12,48,77
2003,FNI,KS,FINNEY,GOLDEN WORLD,GW X1464,2235,119,Irrigated,118,12,60,77
2003,RPD,KS,REPUBLIC,MYCOGEN,1G600,2270,88,Dryland,108,14,58,70
2003,RPD,KS,REPUBLIC,NC+,7C22,2288,102,Dryland,127,14,58,73
2003,RPD,KS,REPUBLIC,NC+,7W51,2166,90,Dryland,112,16,58,75
2003,RPD,KS,REPUBLIC,PIONEER,84G50,2264,74,Dryland,92,14,58,74
2003,RPD,KS,REPUBLIC,PIONEER,84G62,2008,76,Dryland,94,14,58,72
2003,RPD,KS,REPUBLIC,PIONEER,85G01,2265,92,Dryland,114,14,58,69
2003,RPD,KS,REPUBLIC,SORG. PARTNERS,K73-J6,1904,48,Dryland,59,14,58,75
2003,RPD,KS,REPUBLIC,SORG. PARTNERS,KS 585,1897,76,Dryland,94,14,58,70
2003,RPD,KS,REPUBLIC,SORG. PARTNERS,NK5418,2285,73,Dryland,90,14,58,69
2003,RPD,KS,REPUBLIC,SORG. PARTNERS,NK7633,2286,92,Dryland,114,16,58,74
2003,RPD,KS,REPUBLIC,SORG. PARTNERS,NK8828,2180,85,Dryland,105,14,58,76
2003,RPD,KS,REPUBLIC,TRIUMPH,TR 438,2075,66,Dryland,82,14,58,71
2003,RPD,KS,REPUBLIC,TRIUMPH,TR 460,2234,69,Dryland,85,14,58,70
2003,RPD,KS,REPUBLIC,,GRAND MEAN,9901,80,Dryland,80,15,58,72
2003,RPI,KS,REPUBLIC,ASGROW,A571,1910,149,Irrigated,97,16,58,74
2003,RPI,KS,REPUBLIC,MIDWEST SEED,G 567,2181,160,Irrigated,105,15,59,72
2003,RPI,KS,REPUBLIC,CROPLAN GEN.,514,2226,159,Irrigated,104,16,59,77
2003,RPI,KS,REPUBLIC,DEKALB,DKS53-11,2222,177,Irrigated,115,16,59,78
2003,RPI,KS,REPUBLIC,DEKALB,DKS54-00,2112,151,Irrigated,98,16,59,76
2003,RPI,KS,REPUBLIC,FONTANELLE,GE-6715,2275,144,Irrigated,94,16,59,79
2003,RPI,KS,REPUBLIC,PIONEER,84G62,2008,179,Irrigated,117,16,58,77
2003,RPIT,KS,REPUBLIC,ASGROW,Eclipse,2163,133,Irrigated,102,15,59,71
2003,RPI,KS,REPUBLIC,PRODUCERS,PH69,2267,145,Irrigated,95,16,58,77
2003,RPD,KS,REPUBLIC,MYCOGEN,1506,1579,84,Dryland,104,15,58,72
2003,RPIT,KS,REPUBLIC,NC+,010547,2324,125,Irrigated,96,15,59,75
2003,RPD,KS,REPUBLIC,MONSANTO,X218,2276,48,Dryland,60,16,58,74
2003,RPD,KS,REPUBLIC,SORG. PARTNERS,NK7655,2287,73,Dryland,91,16,58,74
2003,FNI,KS,FINNEY,GOLDEN WORLD,GW X3064,2236,68,Irrigated,68,11,60,68
2003,RPI,KS,REPUBLIC,FRONTIER,F-457E,2174,153,Irrigated,100,16,58,75
2003,RPI,KS,REPUBLIC,FRONTIER,F-700E,2103,157,Irrigated,103,16,59,74
2003,RPI,KS,REPUBLIC,GARST,5460,2263,150,Irrigated,98,16,59,75
2003,RPI,KS,REPUBLIC,GARST,5750,2178,148,Irrigated,97,16,58,71
2003,RPI,KS,REPUBLIC,GARST,N0479,2225,170,Irrigated,111,16,59,77
2003,GRD,KS,GREELEY,MYCOGEN,1G600,2270,56,Dryland,118,10,55,80
2003,RPI,KS,REPUBLIC,GOLDEN WORLD,GW 1489,2019,155,Irrigated,101,16,59,77
2003,RPI,KS,REPUBLIC,GOLDEN WORLD,GW X1464,2235,142,Irrigated,93,16,59,77
2003,RPI,KS,REPUBLIC,GOLDEN WORLD,GW X3064,2236,160,Irrigated,104,16,59,75
2003,RPI,KS,REPUBLIC,GOLDEN WORLD,GW X5964,2290,145,Irrigated,94,16,59,75
2003,RPI,KS,REPUBLIC,KAYSTAR,KS-505,2228,146,Irrigated,96,15,58,74
2003,RPI,KS,REPUBLIC,KAYSTAR,KS-5606,2295,150,Irrigated,98,17,59,77
2003,RPI,KS,REPUBLIC,KAYSTAR,KS-5615,2296,157,Irrigated,102,16,58,72
2003,RPI,KS,REPUBLIC,KAYSTAR,KS-5660,2297,139,Irrigated,91,17,58,78
2003,RPI,KS,REPUBLIC,MONSANTO,X218,2276,175,Irrigated,114,16,59,75
2003,RPI,KS,REPUBLIC,MYCOGEN,X30750,2272,155,Irrigated,101,16,58,77
2003,RPI,KS,REPUBLIC,MYCOGEN,X31730,2271,178,Irrigated,116,16,58,76
2003,RPI,KS,REPUBLIC,NC+,7R83,1893,146,Irrigated,95,16,58,77
2003,RPI,KS,REPUBLIC,NC+,7W51,2166,175,Irrigated,114,16,59,77
2003,RPI,KS,REPUBLIC,FRONTIER,F-303C,2106,126,Irrigated,82,16,58,72
2003,RPI,KS,REPUBLIC,GOLDEN WORLD,GW X7464,2291,137,Irrigated,90,16,58,78
2003,RPI,KS,REPUBLIC,MONSANTO,X128,2221,167,Irrigated,109,16,58,74
2003,RPI,KS,REPUBLIC,FONTANELLE,GE-5615,2273,156,Irrigated,102,16,59,75
2003,RPIT,KS,REPUBLIC,NC+,973080,2325,129,Irrigated,99,14,59,77
2003,RPI,KS,REPUBLIC,PIONEER,84G50,2264,170,Irrigated,111,16,58,73
2003,RPIT,KS,REPUBLIC,NC+,7W92,2258,158,Irrigated,121,15,59,78
2003,RPI,KS,REPUBLIC,SORG. PARTNERS,NK8828,2180,157,Irrigated,103,16,59,78
2003,RPI,KS,REPUBLIC,TRIUMPH,TR 481,1857,155,Irrigated,101,16,58,75
2003,RPIT,KS,REPUBLIC,WARNER SEED,W-902-W,2149,165,Irrigated,127,15,59,77
2003,RPIT,KS,REPUBLIC,WARNER SEED,WX01557,2312,141,Irrigated,108,15,59,77
2003,RPI,KS,REPUBLIC,PRODUCERS,PH67,2268,125,Irrigated,82,16,59,72
2003,RPIT,KS,REPUBLIC,WARNER SEED,WX01372,2313,126,Irrigated,97,16,59,78
2003,RPIT,KS,REPUBLIC,MMR GENETICS,99V148/149,2314,128,Irrigated,98,15,59,75
2003,RPIT,KS,REPUBLIC,MMR GENETICS,MMR341/10,2208,128,Irrigated,98,15,59,71
2003,RPIT,KS,REPUBLIC,G & T,98019,2141,130,Irrigated,100,15,59,79
2003,RPIT,KS,REPUBLIC,G & T,22019,2316,139,Irrigated,107,15,59,77
2003,RPIT,KS,REPUBLIC,G & T,23009,2317,131,Irrigated,100,15,59,77
2003,FNI,KS,FINNEY,GOLDEN WORLD,GW 1489,2019,102,Irrigated,101,12,60,73
2003,RPIT,KS,REPUBLIC,SORG. PARTNERS,NK 251,2318,71,Irrigated,54,14,59,70
2003,RPIT,KS,REPUBLIC,SORG. PARTNERS,1486,2259,71,Irrigated,54,15,59,77
2003,RPIT,KS,REPUBLIC,SORG. PARTNERS,NKX2586,2319,86,Irrigated,66,15,59,72
2003,RPIT,KS,REPUBLIC,SORG. PARTNERS,NKX2571,2320,122,Irrigated,94,15,59,76
2003,RPIT,KS,REPUBLIC,MMR GENETICS,Jowar I,2143,156,Irrigated,120,16,59,79
2003,RPD,KS,REPUBLIC,GARST,5750,2178,72,Dryland,89,14,58,69
2003,FNI,KS,FINNEY,SORG. PARTNERS,NK8828,2180,106,Irrigated,105,11,60,76
2003,RPD,KS,REPUBLIC,DYNA-GRO,DGX-1765,2284,66,Dryland,81,14,58,76
2003,FNI,KS,FINNEY,GARST,5460,2263,90,Irrigated,89,11,60,70
2003,FNI,KS,FINNEY,GARST,N0479,2225,117,Irrigated,116,12,60,83
2003,RPIT,KS,REPUBLIC,NC+,973427,2326,141,Irrigated,108,15,59,78
2003,RPI,KS,REPUBLIC,SORG. PARTNERS,NK7655,2287,147,Irrigated,96,15,59,77
2003,RPI,KS,REPUBLIC,SORG. PARTNERS,NK7633,2286,144,Irrigated,94,16,59,75
2003,RPIT,KS,REPUBLIC,SORG. PARTNERS,X828,2180,128,Irrigated,98,15,59,78
2003,RPI,KS,REPUBLIC,SORG. PARTNERS,KS 585,1897,144,Irrigated,94,16,59,71
2003,RPI,KS,REPUBLIC,SORG. PARTNERS,NK5418,2285,124,Irrigated,81,16,59,72
2003,GRD,KS,GREELEY,ASGROW,PULSAR,2219,50,Dryland,106,9,55,68
2003,GRD,KS,GREELEY,CROPLAN GEN.,414,2172,42,Dryland,90,14,56,77
2003,GRD,KS,GREELEY,DEKALB,DK-44,1915,27,Dryland,58,10,55,81
2003,GRD,KS,GREELEY,DEKALB,DKS36-00,2164,52,Dryland,110,8,56,68
2003,GRD,KS,GREELEY,DSS,B60,2301,50,Dryland,107,8,57,66
2003,GRD,KS,GREELEY,DSS,B64,2302,52,Dryland,111,11,57,74
2003,GRD,KS,GREELEY,DYNA-GRO,DGX-1737,2279,57,Dryland,122,7,50,61
2003,GRD,KS,GREELEY,FONTANELLE,GE-4445,2274,47,Dryland,100,10,56,73
2003,GRD,KS,GREELEY,GARST,5750,2178,58,Dryland,123,10,57,72
2003,GRD,KS,GREELEY,GARST,9135,1821,38,Dryland,81,8,57,67
2003,GRD,KS,GREELEY,GARST,5460,2263,41,Dryland,87,14,54,79
2003,GRD,KS,GREELEY,MIDLAND,M-4725,1994,13,Dryland,28,16,52,90
2003,RPI,KS,REPUBLIC,SORG. PARTNERS,K73-J6,1904,145,Irrigated,95,17,59,77
2003,RPI,KS,REPUBLIC,PRODUCERS,PH79FG,2266,169,Irrigated,110,16,58,77
2003,RPIT,KS,REPUBLIC,SORG. PARTNERS,NKX2595,2321,103,Irrigated,79,14,59,72
2003,GRD,KS,GREELEY,MIDLAND,M-4614W,2193,9,Dryland,19,15,53,85
2003,RPIT,KS,REPUBLIC,MONSANTO,X213,2322,135,Irrigated,104,15,59,72
2003,RPIT,KS,REPUBLIC,DEKALB,DKS44-41,2218,149,Irrigated,114,15,59,72
2003,RPIT,KS,REPUBLIC,MONSANTO,X224,2323,102,Irrigated,78,14,59,70
2003,RPD,KS,REPUBLIC,MONSANTO,X128,2221,92,Dryland,114,14,58,75
2003,GRD,KS,GREELEY,MONSANTO,X210,2277,52,Dryland,110,10,55,69
2003,GRD,KS,GREELEY,MIDLAND,M-4758Y,2194,50,Dryland,105,11,58,75
2003,RPIT,KS,REPUBLIC,NC+,7Y32-K,2327,116,Irrigated,89,15,59,78
2004,DC,KS,DECATUR,SORG. PARTNERS,X420,2343,49,,95,18,53,64
2004,DC,KS,DECATUR,DEKALB,DKS29-28,2260,62,,120,16,54,60
2004,DC,KS,DECATUR,SORG. PARTNERS,NK5418,2285,56,,107,18,52,64
2004,DC,KS,DECATUR,ASGROW,REWARD,2278,69,,132,15,54,57
2004,DC,KS,DECATUR,SORG. PARTNERS,251,2261,54,,104,13,56,57
2004,DC,KS,DECATUR,GOLDEN WORLD,GW 3406,2293,36,,69,15,52,62
2004,FNI,KS,FINNEY,MYCOGEN,697,2018,135,Irrigated,114,13,59,61
2004,FNI,KS,FINNEY,CROPLAN GEN.,494,2331,110,Irrigated,93,13,60,56
2004,FND,KS,FINNEY,SORG. PARTNERS,NK5418,2285,61,Dryland,72,16,57,60
2004,FNI,KS,FINNEY,GARST,5440,2051,122,Irrigated,103,13,60,61
2004,DC,KS,DECATUR,ADVANCED GENETICS,A 110,2353,54,,104,17,52,64
2004,FNI,KS,FINNEY,ASGROW,A571,1910,127,Irrigated,108,13,58,65
2004,FNI,KS,FINNEY,SORG. PARTNERS,X420,2343,115,Irrigated,97,13,60,57
2004,DC,KS,DECATUR,SORG. PARTNERS,1486,2259,40,,77,16,53,64
2004,FNI,KS,FINNEY,GARST,EXP-N3360,2337,118,Irrigated,100,13,59,63
2004,DC,KS,DECATUR,SORG. PARTNERS,KS 310,2045,59,,114,14,55,56
2004,DC,KS,DECATUR,SORG. PARTNERS,K35-Y5,1902,53,,102,15,53,62
2004,FNI,KS,FINNEY,SORG. PARTNERS,K73-J6,1904,123,Irrigated,104,13,60,61
2004,FNI,KS,FINNEY,GOLDEN WORLD,GW X5964,2290,104,Irrigated,88,13,59,59
2004,FND,KS,FINNEY,GOLDEN WORLD,GWX3067,2352,71,Dryland,84,16,57,60
2004,FNI,KS,FINNEY,DYNA-GRO,DGX-1781,2347,116,Irrigated,98,13,60,65
2004,FNI,KS,FINNEY,MYCOGEN,1G858,2271,114,Irrigated,96,13,60,64
2004,FNI,KS,FINNEY,FONTANELLE,GE-5615,2273,134,Irrigated,113,13,60,57
2004,FNI,KS,FINNEY,FONTANELLE,GE-6715,2275,124,Irrigated,105,13,59,63
2004,FNI,KS,FINNEY,SORG. PARTNERS,NK5418,2285,111,Irrigated,94,13,59,58
2004,FNI,KS,FINNEY,SORG. PARTNERS,NK7633,2286,137,Irrigated,116,13,60,60
2004,FNI,KS,FINNEY,SORG. PARTNERS,NK7655,2287,110,Irrigated,93,13,59,63
2004,FNI,KS,FINNEY,GOLDEN WORLD,GW X7464,2291,111,Irrigated,94,13,58,65
2004,RPI,KS,REPUBLIC,MIDWEST SEED,G 530,2080,149,Irrigated,87,14,61,68
2004,FNI,KS,FINNEY,DSS,R66,2303,110,Irrigated,93,13,58,61
2004,FNI,KS,FINNEY,SEED RESOURCE,SR 506,2329,102,Irrigated,86,13,60,58
2004,FNI,KS,FINNEY,DEKALB,DKS54-00,2112,142,Irrigated,120,13,59,59
2004,FNI,KS,FINNEY,SEED RESOURCE,SR 510,2330,120,Irrigated,101,13,60,60
2004,FNI,KS,FINNEY,FRONTIER,F-700E,2103,116,Irrigated,98,13,60,64
2004,FNI,KS,FINNEY,GOLDEN WORLD,GW 1489,2019,112,Irrigated,95,13,60,63
2004,FND,KS,FINNEY,GOLDEN WORLD,GW X5964,2290,98,Dryland,116,15,58,64
2004,FND,KS,FINNEY,GOLDEN WORLD,GW X7464,2291,106,Dryland,125,15,57,67
2004,FND,KS,FINNEY,DSS,B60,2301,69,Dryland,82,15,57,56
2004,FND,KS,FINNEY,DSS,B64,2302,73,Dryland,87,16,57,57
2004,FND,KS,FINNEY,PIONEER,86G08,2328,127,Dryland,150,14,58,57
2004,FND,KS,FINNEY,CROPLAN GEN.,494,2331,54,Dryland,64,16,58,62
2004,FND,KS,FINNEY,FONTANELLE,GE-4532,2332,81,Dryland,96,16,58,61
2004,FND,KS,FINNEY,FONTANELLE,GE-3245,2333,77,Dryland,91,15,57,56
2004,FND,KS,FINNEY,GARST,EXP-N3401,2338,69,Dryland,81,17,57,68
2004,FND,KS,FINNEY,SORG. PARTNERS,NK6673,2341,125,Dryland,148,16,58,62
2004,FND,KS,FINNEY,SORG. PARTNERS,X420,2343,89,Dryland,105,16,58,60
2004,FND,KS,FINNEY,DYNA-GRO,DGX-1755,2346,44,Dryland,52,16,57,63
2004,FND,KS,FINNEY,GOLDEN WORLD,GWX9067,2349,66,Dryland,78,16,58,66
2004,FND,KS,FINNEY,GOLDEN WORLD,GWX1467,2351,100,Dryland,118,16,57,68
2004,FNI,KS,FINNEY,SORG. PARTNERS,KS 585,1897,116,Irrigated,98,12,60,59
2004,FNI,KS,FINNEY,DYNA-GRO,71F90,2348,107,Irrigated,90,13,59,66
2004,HVD,KS,HARVEY,PIONEER,85G01,2265,96,Dryland,96,14,56,64
2004,FNI,KS,FINNEY,GOLDEN WORLD,GWX9064,2350,103,Irrigated,87,13,59,67
2004,GRI,KS,GREELEY,TRIUMPH,TR 461,2023,111,Irrigated,102,16,55,92
2004,GRI,KS,GREELEY,SORG. PARTNERS,KS 310,2045,117,Irrigated,108,16,58,71
2004,GRI,KS,GREELEY,FRONTIER,F-700E,2103,70,Irrigated,64,18,47,102
2004,GRI,KS,GREELEY,DEKALB,DKS54-00,2112,128,Irrigated,117,17,54,89
2004,GRI,KS,GREELEY,CROPLAN GEN.,340,2171,87,Irrigated,80,16,58,70
2004,HVDT,KS,HARVEY,TX EXP,ATX631/RTX436,1986,95,Dryland,98,14,54,73
2004,GRI,KS,GREELEY,FRONTIER,F-457E,2174,69,Irrigated,64,17,49,103
2004,HVD,KS,HARVEY,TRIUMPH,TR 442,2362,83,Dryland,84,14,55,61
2004,HVD,KS,HARVEY,ADVANCED GENETICS,A 137,2355,103,Dryland,104,15,57,68
2004,HVD,KS,HARVEY,ASGROW,ORBIT,2216,97,Dryland,98,14,55,65
2004,HVD,KS,HARVEY,DEKALB,DKS42-20,2217,106,Dryland,107,14,55,62
2004,HVD,KS,HARVEY,ASGROW,PULSAR,2219,88,Dryland,88,14,54,60
2004,HVD,KS,HARVEY,ASGROW,A567,2221,111,Dryland,112,15,57,66
2004,GRI,KS,GREELEY,PIONEER,84G62,2008,112,Irrigated,103,16,53,96
2004,HVD,KS,HARVEY,DEKALB,DKS53-11,2222,116,Dryland,117,15,57,68
2004,HVD,KS,HARVEY,MIDLAND,M-4665,2233,107,Dryland,108,15,54,66
2004,FNI,KS,FINNEY,PIONEER,85G01,2265,122,Irrigated,103,12,59,57
2004,HVD,KS,HARVEY,DEKALB,DKS37-07,2277,101,Dryland,102,15,57,61
2004,HVD,KS,HARVEY,DYNA-GRO,DGX-1738,2280,88,Dryland,89,15,57,61
2004,HVD,KS,HARVEY,DYNA-GRO,DGX-1753,2281,104,Dryland,105,14,53,65
2004,HVD,KS,HARVEY,DYNA-GRO,DGX-1763,2283,98,Dryland,99,15,55,63
2004,HVD,KS,HARVEY,DYNA-GRO,DGX-1765,2284,97,Dryland,98,14,53,68
2004,HVD,KS,HARVEY,SORG. PARTNERS,NK7633,2286,93,Dryland,94,14,56,67
2004,HVD,KS,HARVEY,GARST,EXP-N3360,2337,118,Dryland,119,15,56,66
2004,HVD,KS,HARVEY,GARST,EXP-N3401,2338,115,Dryland,116,15,58,65
2004,HVD,KS,HARVEY,SORG. PARTNERS,NK6673,2341,88,Dryland,89,14,54,65
2004,HVD,KS,HARVEY,DYNA-GRO,DGX-1755,2346,108,Dryland,109,14,55,65
2004,HVD,KS,HARVEY,ADVANCED GENETICS,A 121,2354,84,Dryland,85,14,54,68
2004,HVD,KS,HARVEY,CROPLAN GEN.,514,2226,103,Dryland,104,15,56,66
2004,GRI,KS,GREELEY,ASGROW,A571,1910,90,Irrigated,83,18,46,104
2004,GRI,KS,GREELEY,SORG. PARTNERS,K35-Y5,1902,93,Irrigated,86,15,55,81
2004,GRI,KS,GREELEY,SORG. PARTNERS,KS 585,1897,106,Irrigated,97,16,55,91
2004,FNI,KS,FINNEY,GOLDEN WORLD,GWX1467,2351,113,Irrigated,96,13,60,62
2004,FNI,KS,FINNEY,GOLDEN WORLD,GWX3067,2352,93,Irrigated,78,13,59,57
2004,FNI,KS,FINNEY,TRIUMPH,TRX44631,2363,121,Irrigated,102,13,59,61
2004,FNIT,KS,FINNEY,TX EXP,ATX631/RTX436,1986,118,Irrigated,112,14,59,63
2004,FNIT,KS,FINNEY,TX EXP,ATX635/RTX436,1988,103,Irrigated,97,15,59,64
2004,FNIT,KS,FINNEY,MMR GENETICS,Jowar 1,2143,119,Irrigated,113,14,58,61
2004,FNIT,KS,FINNEY,MONSANTO,Asgrow Orbit,2216,83,Irrigated,79,14,59,55
