YEAR,LOC,BRAND,NAME,YIELD,DAYS,COUNTY,WATER_REGIME
2001,THIC,Seeds 2000,X 3983,2302.0,63.25,THOMAS,Irrigated
2001,THIC,Seeds 2000,Kodiak,2623.0,55.5,THOMAS,Irrigated
2001,THIC,Seeds 2000,Grizzly,2022.0,60.25,THOMAS,Irrigated
2001,THIC,Red River Commodities,RRC 2582,2175.0,56.5,THOMAS,Irrigated
2001,THIC,Red River Commodities,RRC 2413,2165.0,58.0,THOMAS,Irrigated
2001,THIC,Garst / Interstate,IS 8048,2278.0,54.0,THOMAS,Irrigated
2001,THIC,Agway Inc.,RH 3708,1820.0,57.75,THOMAS,Irrigated
2001,THIC,Agway Inc.,RH 3738,1940.0,58.5,THOMAS,Irrigated
2001,THIC,Agway Inc.,RH 118,1936.0,60.25,THOMAS,Irrigated
2001,THIC,Red River Commodities,RRC 2213,2031.0,56.25,THOMAS,Irrigated
2001,THIO,Garst / Interstate,IS 4049,1946.25,58.25,THOMAS,Irrigated
2001,THIO,Mycogen Seeds,8488 NS,1990.5,56.25,THOMAS,Irrigated
2001,THIO,Mycogen Seeds,8377 NS,1891.0,54.25,THOMAS,Irrigated
2001,THIO,Monsanto,Ex 3804 NS,1041.0,52.75,THOMAS,Irrigated
2001,THIO,Kaystar,9501,1842.5,58.5,THOMAS,Irrigated
2001,THIO,Kaystar,2020NS,1570.0,58.5,THOMAS,Irrigated
2001,THIO,Garst / Interstate,IS 6767,1715.25,56.25,THOMAS,Irrigated
2001,THIO,Mycogen Seeds,SF 187,2202.0,57.25,THOMAS,Irrigated
2001,THIO,Garst / Interstate,IS 4340,1933.75,60.0,THOMAS,Irrigated
2001,THIO,Mycogen Seeds,SF 260,1827.75,56.5,THOMAS,Irrigated
2001,THIO,Garst / Interstate,Exp f 84021,1554.75,59.0,THOMAS,Irrigated
2001,THIO,Dekalb,DKF 36-40 NS,1002.25,54.75,THOMAS,Irrigated
2001,THIO,Dekalb,DKF 31-01 NS,863.5,55.25,THOMAS,Irrigated
2001,THIO,Dekalb,DK 3900,1624.75,58.0,THOMAS,Irrigated
2001,THIO,Garst / Interstate,IS 5331,2092.0,55.75,THOMAS,Irrigated
2001,THIO,Mycogen Seeds,Cavalry,2225.0,57.75,THOMAS,Irrigated
2001,THIO,Triumph Seed Co. Inc.,TRX 0345,2102.25,57.75,THOMAS,Irrigated
2001,THIO,Pioneer Hi-Bred Int. Inc,63M91,1440.25,56.0,THOMAS,Irrigated
2001,THIO,Pioneer Hi-Bred Int. Inc,63M80,1741.25,55.75,THOMAS,Irrigated
2001,THIO,Pioneer Hi-Bred Int. Inc,63A70,1318.5,53.75,THOMAS,Irrigated
2002,GRDC,Red River Commodities,RRC EX2418,877.0127,69.8,GREELEY,Dryland
2002,GRDC,Triumph Seed Co. Inc.,777C,638.1804,71.0,GREELEY,Dryland
2002,GRDC,Red River Commodities,RRC EX2215,751.6477,70.5,GREELEY,Dryland
2002,GRDC,Red River Commodities,RRC 2213,1129.7655,66.5,GREELEY,Dryland
2002,GRDC,GARST/INTERSTATE,IS 8048,671.6301,64.8,GREELEY,Dryland
2002,GRDC,GARST/INTERSTATE,IS 33139,1030.358,71.3,GREELEY,Dryland
2002,GRDC,Red River Commodities,RRC 2582,732.6556,66.0,GREELEY,Dryland
2002,GRDO,GARST/INTERSTATE,IS 4049,1163.75,65.8,GREELEY,Dryland
2002,GRDO,GARST/INTERSTATE,IS 4340,1337.0,68.0,GREELEY,Dryland
2002,GRDO,GARST/INTERSTATE,IS 5331,1016.75,66.0,GREELEY,Dryland
2002,GRDO,Kaystar Seed,9404,1084.5,64.8,GREELEY,Dryland
2002,GRDO,Kaystar Seed,202NS,1172.5,66.0,GREELEY,Dryland
2002,GRDO,Mycogen,SF187,982.25,65.0,GREELEY,Dryland
2002,GRDO,GARST/INTERSTATE,HYSUN 521,1047.25,63.0,GREELEY,Dryland
2002,GRDO,Mycogen,Cavalry,938.25,66.0,GREELEY,Dryland
2002,GRDO,CROPLAN GENETICS,CL 380,1127.0,66.0,GREELEY,Dryland
2002,GRDO,Mycogen,8488NS,805.75,65.5,GREELEY,Dryland
2002,GRDO,Kaystar Seed,9501,1088.75,66.3,GREELEY,Dryland
2002,GRDO,GARST/INTERSTATE,IS 6767,1052.75,65.0,GREELEY,Dryland
2002,GRDO,GARST/INTERSTATE,HYSUN 450,1259.25,66.8,GREELEY,Dryland
2002,GRDO,GARST/INTERSTATE,Exp 971136NS,1233.5,64.8,GREELEY,Dryland
2002,GRDO,Fontanelle,902NS,1198.0,67.0,GREELEY,Dryland
2002,GRDO,Dekalb,DKF36-40NS,741.25,64.0,GREELEY,Dryland
2002,GRDO,Dekalb,DKF33-33NS,903.5,62.5,GREELEY,Dryland
2002,GRDO,Dekalb,DKF31-01NS,970.75,63.8,GREELEY,Dryland
2002,GRDO,Dekalb,DK3900,1198.75,67.0,GREELEY,Dryland
2002,GRDO,Pioneer Hi-bred Internat,63A70,818.5,63.3,GREELEY,Dryland
2002,GRDO,Dekalb,DKF29-90,885.5,63.5,GREELEY,Dryland
2002,GRDO,Pioneer Hi-Bred Internat,63M80,681.75,65.0,GREELEY,Dryland
2002,GRDO,Triumph Seed Co. Inc.,658,1513.5,67.5,GREELEY,Dryland
2002,GRDO,Triumph Seed Co. Inc.,636,1199.0,66.5,GREELEY,Dryland
2002,GRDO,Pioneer Hi-Bred Internat,XF4735,1127.75,67.0,GREELEY,Dryland
2002,GRDO,Pioneer Hi-Bred Internat,63M91,956.25,64.8,GREELEY,Dryland
2002,HVDO,Dekalb,DKF33-33NS,1740.25,56.8,HARVEY,Dryland
2002,HVDO,CROPLAN GENETICS,CL 380,1717.75,57.5,HARVEY,Dryland
2002,HVDO,Pioneer Hi-Bred Internat,XF4735,1615.5,57.5,HARVEY,Dryland
2002,HVDO,Pioneer Hi-Bred Internat,63M91,1131.25,56.3,HARVEY,Dryland
2002,HVDO,Pioneer Hi-Bred Internat,63M80,1515.5,56.5,HARVEY,Dryland
2002,HVDO,Dekalb,DKF36-40NS,1722.75,56.3,HARVEY,Dryland
2002,HVDO,Dekalb,DKF31-01NS,1463.0,57.0,HARVEY,Dryland
2002,HVDO,Dekalb,DKF29-90,805.25,56.5,HARVEY,Dryland
2002,HVDO,Pioneer Hi-bred Internat,63A70,1672.5,56.0,HARVEY,Dryland
2002,HVDO,CROPLAN GENETICS,CL 385,1881.75,58.3,HARVEY,Dryland
2002,HVDO,CROPLAN GENETICS,CL 345,1881.5,56.8,HARVEY,Dryland
2002,HVDO,CROPLAN GENETICS,CL 322,1470.25,57.0,HARVEY,Dryland
2002,HVDO,CROPLAN GENETICS,CL 308,998.75,56.5,HARVEY,Dryland
2002,HVDO,Dekalb,DK3900,2039.75,58.5,HARVEY,Dryland
2002,NUIO,,,3504.0,55.8,Unknown,Irrigated
2002,NUIO,,,3230.0,53.3,Unknown,Irrigated
2002,NUIO,,,3499.05,54.0,Unknown,Irrigated
2002,NUIO,,,3324.98,54.8,Unknown,Irrigated
2002,NUIO,,,3008.78,52.5,Unknown,Irrigated
2002,NUIO,,,3276.9,53.3,Unknown,Irrigated
2002,NUIO,,,3515.28,54.8,Unknown,Irrigated
2002,NUIO,,,3716.0,55.0,Unknown,Irrigated
2002,NUIO,,,3631.4,52.3,Unknown,Irrigated
2002,NUIO,,,3162.5,52.5,Unknown,Irrigated
2002,NUIO,,,3357.25,54.5,Unknown,Irrigated
2002,NUIO,,,3299.93,55.8,Unknown,Irrigated
2002,NUIO,,,3224.0,53.8,Unknown,Irrigated
2002,NUIO,,,3294.88,56.8,Unknown,Irrigated
2002,NUIO,,,3554.35,54.3,Unknown,Irrigated
2002,NUIO,,,3084.9,55.8,Unknown,Irrigated
2002,NUIO,,,3324.13,55.0,Unknown,Irrigated
2002,NUIO,,,3248.03,54.8,Unknown,Irrigated
2002,NUIO,,,3338.0,50.8,Unknown,Irrigated
2002,NUIO,,,3189.13,53.0,Unknown,Irrigated
2002,NUIO,,,3504.0,55.0,Unknown,Irrigated
2002,NUIO,,,3527.28,54.5,Unknown,Irrigated
2002,NUIO,,,3371.23,51.0,Unknown,Irrigated
2002,NUIO,,,2192.2,53.5,Unknown,Irrigated
2002,NUIO,,,3315.0,53.8,Unknown,Irrigated
2002,NUIO,,,3261.0,55.3,Unknown,Irrigated
2002,NUIO,,,3078.0,54.8,Unknown,Irrigated
2002,NUIO,,,3003.0,51.5,Unknown,Irrigated
2002,NUIO,,,2653.0,52.0,Unknown,Irrigated
2002,NUIO,,,3198.0,53.3,Unknown,Irrigated
2002,NUIO,,,3632.23,55.5,Unknown,Irrigated
2002,NUIO,,,3734.13,55.3,Unknown,Irrigated
2002,NUIO,,,3829.0,55.3,Unknown,Irrigated
2002,NUIO,,,3447.0,55.5,Unknown,Irrigated
2002,NUIO,,,3419.0,55.0,Unknown,Irrigated
2002,NUIO,,,3550.85,55.0,Unknown,Irrigated
2002,NUIO,,,3496.0,56.0,Unknown,Irrigated
2002,NUIO,,,3616.9,52.8,Unknown,Irrigated
2002,NUIO,,,3156.0,53.3,Unknown,Irrigated
2002,NUIO,,,3730.0,55.5,Unknown,Irrigated
2002,NUIO,,,3382.88,54.0,Unknown,Irrigated
2002,RNDO,Triumph Seed Co. Inc.,665,405.0,56.3,RENO,Dryland
2002,RNDO,Triumph Seed Co. Inc.,658,485.0,56.8,RENO,Dryland
2002,RNDO,Triumph Seed Co. Inc.,636,350.75,55.3,RENO,Dryland
2002,RNDO,Pioneer Hi-Bred Internat,XF4735,404.25,56.3,RENO,Dryland
2002,RNDO,Pioneer Hi-Bred Internat,63M91,335.0,53.5,RENO,Dryland
2002,RNDO,Pioneer Hi-bred Internat,63A70,312.0,53.5,RENO,Dryland
2002,RNDO,Pioneer Hi-Bred Internat,63M80,293.75,54.3,RENO,Dryland
2002,RNDO,Dekalb,DK3900,295.0,56.5,RENO,Dryland
2002,RNDO,Mycogen,8N421,379.75,55.5,RENO,Dryland
2002,RNDO,Mycogen,8488NS,467.0,55.0,RENO,Dryland
2002,RNDO,GARST/INTERSTATE,IS 6767,315.25,53.8,RENO,Dryland
2002,RNDO,GARST/INTERSTATE,IS 5331,381.25,54.0,RENO,Dryland
2002,RNDO,GARST/INTERSTATE,IS 4049,397.0,55.8,RENO,Dryland
2002,RNDO,Fontanelle,902NS,312.5,56.5,RENO,Dryland
2002,RNDO,Dekalb,DKF36-40NS,527.75,53.0,RENO,Dryland
2002,RNDO,Dekalb,DKF33-33NS,436.5,52.0,RENO,Dryland
2002,RNDO,Dekalb,DKF29-90,318.25,54.0,RENO,Dryland
2002,RNDO,Dekalb,DKF31-01NS,320.75,54.0,RENO,Dryland
2002,RPDO,GARST/INTERSTATE,IS 5331,1197.0,,REPUBLIC,Dryland
2002,RPDO,GARST/INTERSTATE,Exp 971136NS,1104.0,,REPUBLIC,Dryland
2002,RPDO,Mycogen,8N421,1198.0,,REPUBLIC,Dryland
2002,RPDO,Mycogen,8488NS,870.6667,,REPUBLIC,Dryland
2002,RPDO,GARST/INTERSTATE,IS 6767,1220.3333,,REPUBLIC,Dryland
2002,RPDO,GARST/INTERSTATE,IS 4340,1073.6667,,REPUBLIC,Dryland
2002,RPDO,GARST/INTERSTATE,IS 4049,1036.3333,,REPUBLIC,Dryland
2002,RPDO,GARST/INTERSTATE,HYSUN 450,1314.6667,,REPUBLIC,Dryland
2002,RPDO,Dekalb,DKF36-40NS,1104.3333,,REPUBLIC,Dryland
2002,RPDO,Dekalb,DKF33-33NS,622.6667,,REPUBLIC,Dryland
2002,RPDO,Dekalb,DKF31-01NS,799.0,,REPUBLIC,Dryland
2002,RPDO,Dekalb,DKF29-90,846.6667,,REPUBLIC,Dryland
2002,RPDO,Dekalb,DK3900,893.0,,REPUBLIC,Dryland
2002,RPDO,CROPLAN GENETICS,CL 385,1034.3333,,REPUBLIC,Dryland
2002,RPDO,CROPLAN GENETICS,CL 380,989.0,,REPUBLIC,Dryland
2002,RPDO,GARST/INTERSTATE,HYSUN 521,845.3333,,REPUBLIC,Dryland
2002,RPDO,Triumph Seed Co. Inc.,665,1173.6667,,REPUBLIC,Dryland
2002,RPDO,Triumph Seed Co. Inc.,658,1080.6667,,REPUBLIC,Dryland
2002,RPDO,Triumph Seed Co. Inc.,636,915.6667,,REPUBLIC,Dryland
2002,RPDO,Pioneer Hi-Bred Internat,XF4735,962.6667,,REPUBLIC,Dryland
2002,RPDO,Pioneer Hi-Bred Internat,63M91,800.0,,REPUBLIC,Dryland
2002,RPDO,Pioneer Hi-Bred Internat,63M80,1038.6667,,REPUBLIC,Dryland
2002,RPDO,Pioneer Hi-bred Internat,63A70,777.0,,REPUBLIC,Dryland
2002,THDC,Triumph Seed Co. Inc.,757C,1084.0,62.5,THOMAS,Dryland
2002,THDC,Triumph Seed Co. Inc.,TRX2355CLS,1159.0,62.0,THOMAS,Dryland
2002,THDC,Triumph Seed Co. Inc.,777C,1400.5,62.0,THOMAS,Dryland
2002,THDC,Red River Commodities,RRC 2582,1191.0,60.0,THOMAS,Dryland
2002,THDC,Triumph Seed Co. Inc.,700CLS,998.0,66.0,THOMAS,Dryland
2002,THDC,Sigco Sun Products,GOLIATH RT,1363.0,60.5,THOMAS,Dryland
2002,THDC,Sigco Sun Products,GOLIATH,1442.75,62.3,THOMAS,Dryland
2002,THDC,Red River Commodities,RRC EX2215,1159.75,61.8,THOMAS,Dryland
2002,THDC,Red River Commodities,RRC 2213,1769.0,58.5,THOMAS,Dryland
2002,THDC,Red River Commodities,RRC EX2418,1031.75,60.8,THOMAS,Dryland
2002,THDO,GARST/INTERSTATE,IS 6767,1106.5,56.8,THOMAS,Dryland
2002,THDO,GARST/INTERSTATE,IS 5331,1605.0,57.0,THOMAS,Dryland
2002,THDO,GARST/INTERSTATE,IS 4049,1396.75,58.5,THOMAS,Dryland
2002,THDO,Fontanelle,902NS,1478.5,59.0,THOMAS,Dryland
2002,THDO,Dekalb,DKF36-40NS,1058.75,56.0,THOMAS,Dryland
2002,THDO,Dekalb,DKF31-01NS,880.25,56.3,THOMAS,Dryland
2002,THDO,Dekalb,DKF29-90,962.5,55.8,THOMAS,Dryland
2002,THDO,Dekalb,DK3900,1079.5,59.8,THOMAS,Dryland
2002,THDO,CROPLAN GENETICS,CL 385,1094.75,59.0,THOMAS,Dryland
2002,THDO,CROPLAN GENETICS,CL 380,919.0,57.5,THOMAS,Dryland
2002,THDO,CROPLAN GENETICS,CL 322,1021.5,56.3,THOMAS,Dryland
2002,THDO,Dekalb,DKF33-33NS,607.5,54.0,THOMAS,Dryland
2002,THDO,GARST/INTERSTATE,PAC 1298,1483.75,61.3,THOMAS,Dryland
2002,THDO,Kaystar Seed,202NS,1649.0,59.3,THOMAS,Dryland
2002,THDO,Triumph Seed Co. Inc.,665,1127.25,58.5,THOMAS,Dryland
2002,THDO,Triumph Seed Co. Inc.,658,1612.75,58.8,THOMAS,Dryland
2002,THDO,Triumph Seed Co. Inc.,636,1207.25,57.8,THOMAS,Dryland
2002,THDO,Pioneer Hi-Bred Internat,63M91,1108.5,57.0,THOMAS,Dryland
2002,THDO,Mycogen,SF187,1004.75,57.3,THOMAS,Dryland
2002,THDO,Seeds 2000,Bronco,1293.5,58.8,THOMAS,Dryland
2002,THDO,Mycogen,8N421,1471.0,58.3,THOMAS,Dryland
2002,THDO,Pioneer Hi-bred Internat,63A70,1520.0,55.3,THOMAS,Dryland
2002,THDO,Mycogen,Cavalry,1141.25,58.0,THOMAS,Dryland
2002,THDO,Mycogen,8488NS,1219.25,57.0,THOMAS,Dryland
2002,THDO,Kaystar Seed,9501,1255.75,58.3,THOMAS,Dryland
2002,THDO,Pioneer Hi-Bred Internat,XF4735,1497.25,59.8,THOMAS,Dryland
2002,THDO,Kaystar Seed,9404,1735.75,57.3,THOMAS,Dryland
2002,THDO,Seeds 2000,Blazer,1311.5,58.0,THOMAS,Dryland
2002,THDO,Pioneer Hi-Bred Internat,63M80,1155.0,57.3,THOMAS,Dryland
2002,THIC,GARST/INTERSTATE,IS 8048,2554.5,53.5,THOMAS,Irrigated
2002,THIC,GARST/INTERSTATE,IS 33139,2623.0,60.0,THOMAS,Irrigated
2002,THIC,Agway Inc.,RH 118,2756.25,59.5,THOMAS,Irrigated
2002,THIC,Red River Commodities,RRC 2213,3415.5,55.5,THOMAS,Irrigated
2002,THIC,Red River Commodities,RRC EX2418,2850.25,58.3,THOMAS,Irrigated
2002,THIC,Red River Commodities,RRC 2582,2672.0,55.3,THOMAS,Irrigated
2002,THIC,Red River Commodities,RRC EX2215,2495.25,59.3,THOMAS,Irrigated
2002,THIC,Triumph Seed Co. Inc.,TRX2355CLS,2813.0,59.5,THOMAS,Irrigated
2002,THIC,Triumph Seed Co. Inc.,TRX2353CLS,1253.5,59.8,THOMAS,Irrigated
2002,THIC,Triumph Seed Co. Inc.,757C,2278.0,58.8,THOMAS,Irrigated
2002,THIC,Triumph Seed Co. Inc.,777C,2834.25,61.0,THOMAS,Irrigated
2002,THIC,Triumph Seed Co. Inc.,700CLS,2655.0,62.3,THOMAS,Irrigated
2002,THIC,Sigco Sun Products,GOLIATH,2966.5,60.3,THOMAS,Irrigated
2002,THIC,Seeds 2000,X3987,2962.25,60.5,THOMAS,Irrigated
2002,THIC,Seeds 2000,X3964,1990.25,58.0,THOMAS,Irrigated
2002,THIC,Seeds 2000,Grizzley,2284.25,59.3,THOMAS,Irrigated
2002,THIC,Triumph Seed Co. Inc.,TRX2354CLS,2183.75,57.3,THOMAS,Irrigated
2002,THIO,Dekalb,DKF33-33NS,2851.25,53.8,THOMAS,Irrigated
2002,THIO,Dekalb,DKF31-01NS,1971.75,54.8,THOMAS,Irrigated
2002,THIO,Dekalb,DKF29-90,2889.5,54.0,THOMAS,Irrigated
2002,THIO,Dekalb,DK3900,3973.25,58.5,THOMAS,Irrigated
2002,THIO,GARST/INTERSTATE,Exp 971136NS,3353.25,55.3,THOMAS,Irrigated
2002,THIO,Mycogen,8377NS,3513.0,53.8,THOMAS,Irrigated
2002,THIO,Pioneer Hi-Bred Internat,XF4735,3569.75,58.8,THOMAS,Irrigated
2002,THIO,Pioneer Hi-Bred Internat,63M91,2995.0,55.5,THOMAS,Irrigated
2002,THIO,Pioneer Hi-Bred Internat,63M80,3052.5,56.0,THOMAS,Irrigated
2002,THIO,Pioneer Hi-bred Internat,63A70,3228.5,53.0,THOMAS,Irrigated
2002,THIO,Mycogen,SF260,3030.25,55.0,THOMAS,Irrigated
2002,THIO,Dekalb,DKF36-40NS,2138.5,54.3,THOMAS,Irrigated
2002,THIO,Mycogen,8488NS,3906.25,56.5,THOMAS,Irrigated
2002,THIO,Fontanelle,902NS,3376.25,58.3,THOMAS,Irrigated
2002,THIO,Kaystar Seed,9501,3387.0,57.0,THOMAS,Irrigated
2002,THIO,Kaystar Seed,9404,2555.75,56.0,THOMAS,Irrigated
2002,THIO,Kaystar Seed,202NS,2784.25,58.0,THOMAS,Irrigated
2002,THIO,GARST/INTERSTATE,PAC 1298,3107.0,60.0,THOMAS,Irrigated
2002,THIO,GARST/INTERSTATE,IS 6767,3508.0,54.5,THOMAS,Irrigated
2002,THIO,GARST/INTERSTATE,IS 5331,3000.25,55.3,THOMAS,Irrigated
2002,THIO,GARST/INTERSTATE,IS 4340,2694.5,59.0,THOMAS,Irrigated
2002,THIO,GARST/INTERSTATE,IS 4049,2962.75,57.0,THOMAS,Irrigated
2002,THIO,GARST/INTERSTATE,HYSUN 521,3302.5,52.3,THOMAS,Irrigated
2002,THIO,GARST/INTERSTATE,HYSUN 450,2509.25,57.3,THOMAS,Irrigated
2002,THIO,Mycogen,8N327,3006.5,54.3,THOMAS,Irrigated
2003,GRDO,Gars,IS 6,1244.0,59.0,GREELEY,Dryland
2003,GRDO,Gars,4049,1176.0,58.0,GREELEY,Dryland
2003,GRDO,Deka,EXP3,1205.25,56.0,GREELEY,Dryland
2003,GRDO,Deka,DKF3,1219.0,54.0,GREELEY,Dryland
2003,GRDO,Gars,HYSU,1199.75,57.0,GREELEY,Dryland
2003,GRDO,Font,902N,803.5,58.0,GREELEY,Dryland
2003,GRDO,Seed,X 92,1175.75,59.0,GREELEY,Dryland
2003,GRDO,Gars,HYSU,1213.5,60.0,GREELEY,Dryland
2003,GRDO,Kays,2020,1119.0,61.0,GREELEY,Dryland
2003,GRDO,Myco,8N42,1341.0,57.0,GREELEY,Dryland
2003,GRDO,Myco,8488,1288.0,57.0,GREELEY,Dryland
2003,GRDO,Pion,63M8,1128.5,59.0,GREELEY,Dryland
2003,GRDO,Pion,63M9,896.25,58.0,GREELEY,Dryland
2003,GRDO,Pion,64M6,1452.75,60.0,GREELEY,Dryland
2003,GRDO,Seed,Blaz,1233.75,58.0,GREELEY,Dryland
2003,GRDO,Deka,EXP3,943.75,58.0,GREELEY,Dryland
2003,GRDO,Deka,DKF3,1093.75,56.0,GREELEY,Dryland
2003,GRIC,Triu,757C,2057.5,65.0,GREELEY,Irrigated
2003,GRIC,Harv,RH31,1765.0,60.0,GREELEY,Irrigated
2003,GRIC,Harv,RH11,2892.25,66.0,GREELEY,Irrigated
2003,GRIC,Red,RRC,2857.25,66.0,GREELEY,Irrigated
2003,GRIC,Red,RRC,2872.75,63.0,GREELEY,Irrigated
2003,GRIC,Red,RRC,2139.25,64.0,GREELEY,Irrigated
2003,GRIC,Red,RRC,2013.75,66.0,GREELEY,Irrigated
2003,GRIC,Triu,TRX2,1995.25,65.0,GREELEY,Irrigated
2003,GRIC,Seed,X 39,2754.25,66.0,GREELEY,Irrigated
2003,GRIC,Seed,Griz,2803.75,66.0,GREELEY,Irrigated
2003,GRIC,Red,RRC,2122.25,65.0,GREELEY,Irrigated
2003,GRIO,CHEC,270,2093.75,59.0,GREELEY,Irrigated
2003,GRIO,Gars,HYSU,2611.75,58.0,GREELEY,Irrigated
2003,GRIO,Triu,667,1827.75,65.0,GREELEY,Irrigated
2003,GRIO,Triu,665,2406.25,65.0,GREELEY,Irrigated
2003,GRIO,Triu,636,2261.25,65.0,GREELEY,Irrigated
2003,GRIO,Myco,8377,2779.75,61.0,GREELEY,Irrigated
2003,GRIO,Myco,8488,2505.25,64.0,GREELEY,Irrigated
2003,GRIO,Myco,8N42,2679.5,64.0,GREELEY,Irrigated
2003,GRIO,Myco,SF26,2751.0,64.0,GREELEY,Irrigated
2003,GRIO,Gars,HYSU,2510.0,64.0,GREELEY,Irrigated
2003,GRIO,Red,RRC,2571.75,63.0,GREELEY,Irrigated
2003,GRIO,Gars,HYSU,3181.25,65.0,GREELEY,Irrigated
2003,GRIO,Gars,HYSU,2755.25,65.0,GREELEY,Irrigated
2003,GRIO,Gars,4049,2612.0,65.0,GREELEY,Irrigated
2003,GRIO,Gars,IS 6,2635.75,63.0,GREELEY,Irrigated
2003,GRIO,Deka,EXP3,2109.5,65.0,GREELEY,Irrigated
2003,GRIO,Deka,DKF3,2807.5,58.0,GREELEY,Irrigated
2003,GRIO,Deka,EXP3,2755.75,62.0,GREELEY,Irrigated
2003,GRIO,Gars,HYSU,3194.5,65.0,GREELEY,Irrigated
2003,GRIO,Triu,TRX3,2282.75,64.0,GREELEY,Irrigated
2003,GRIO,Triu,645,2816.0,65.0,GREELEY,Irrigated
2003,GRIO,Crop,CL 3,2876.0,60.0,GREELEY,Irrigated
2003,GRIO,Deka,DKF3,1954.5,62.0,GREELEY,Irrigated
2003,GRIO,Crop,CL 3,2815.25,65.0,GREELEY,Irrigated
2003,HVDO,Deka,EXP3,768.0,52.0,HARVEY,Dryland
2003,HVDO,TRIUMPH,667,1206.0,55.0,HARVEY,Dryland
2003,HVDO,Deka,DKF3,878.0,51.0,HARVEY,Dryland
2003,HVDO,Deka,DKF3,864.0,51.0,HARVEY,Dryland
2003,HVDO,Deka,EXP3,815.0,54.0,HARVEY,Dryland
2003,HVDO,Myco,8N42,1300.0,54.0,HARVEY,Dryland
2003,HVDO,Myco,8488,1038.0,54.0,HARVEY,Dryland
2003,RNDO,Crop,CL 3,468.5,52.0,RENO,Dryland
2003,RNDO,Crop,CL 3,442.25,49.0,RENO,Dryland
2003,RNDO,Deka,DKF3,540.25,51.0,RENO,Dryland
2003,RNDO,Deka,EXP3,541.25,52.0,RENO,Dryland
2003,RNDO,Crop,CL 3,681.75,55.0,RENO,Dryland
2003,RNDO,Gars,4049,606.25,55.0,RENO,Dryland
2003,RNDO,Gars,IS 6,367.75,52.0,RENO,Dryland
2003,RNDO,Font,902N,522.75,54.0,RENO,Dryland
2003,RNDO,Deka,EXP3,391.5,55.0,RENO,Dryland
2003,RNDO,Deka,DKF3,525.25,50.0,RENO,Dryland
2003,RNDO,Myco,8N42,492.75,53.0,RENO,Dryland
2003,RNDO,Myco,8488,422.25,52.0,RENO,Dryland
2003,RNDO,Pion,63M8,473.25,50.0,RENO,Dryland
2003,RNDO,Pion,63M9,423.25,50.0,RENO,Dryland
2003,RNDO,Pion,64M6,573.0,54.0,RENO,Dryland
2003,RNDO,Triu,665,531.25,53.0,RENO,Dryland
2003,RNDO,Triu,667,415.5,54.0,RENO,Dryland
2003,SRDO,Triu,667,396.0,59.0,Unknown,Dryland
2003,SRDO,Triu,665,415.0,58.0,Unknown,Dryland
2003,SRDO,Triu,645,465.0,58.0,Unknown,Dryland
2003,SRDO,Seed,X 92,341.0,58.0,Unknown,Dryland
2003,SRDO,Crop,CL 3,332.0,58.0,Unknown,Dryland
2003,SRDO,Seed,Blaz,389.0,56.0,Unknown,Dryland
2003,SRDO,Crop,CL 3,310.0,54.0,Unknown,Dryland
2003,SRDO,Crop,CL 3,308.0,56.0,Unknown,Dryland
2003,SRDO,Gars,HYSU,225.0,54.0,Unknown,Dryland
2003,SRDO,Deka,DKF3,349.0,54.0,Unknown,Dryland
2003,SRDO,Myco,8377,391.0,55.0,Unknown,Dryland
2003,SRDO,Deka,DKF3,344.0,54.0,Unknown,Dryland
2003,SRDO,Font,902N,430.0,58.0,Unknown,Dryland
2003,SRDO,Deka,EXP3,332.0,56.0,Unknown,Dryland
2003,SRDO,Gars,HYSU,492.0,56.0,Unknown,Dryland
2003,SRDO,Gars,HYSU,378.0,59.0,Unknown,Dryland
2003,SRDO,Kays,2020,391.0,59.0,Unknown,Dryland
2003,SRDO,Kays,X3002,551.0,57.0,Unknown,Dryland
2003,SRDO,Kays,9501,432.0,57.0,Unknown,Dryland
2003,SRDO,Myco,8N42,436.0,56.0,Unknown,Dryland
2003,SRDO,Myco,8488,319.0,56.0,Unknown,Dryland
2003,SRDO,Deka,EXP3,431.0,57.0,Unknown,Dryland
2003,THDC,Triu,777C,352.0,59.0,THOMAS,Dryland
2003,THDC,Sigc,GOLI,369.0,58.0,THOMAS,Dryland
2003,THDC,Sigc,RUST,372.0,56.0,THOMAS,Dryland
2003,THDC,Triu,757C,275.0,56.0,THOMAS,Dryland
2003,THDC,Triu,TRX2,274.0,57.0,THOMAS,Dryland
2003,THDC,Red,RRC,390.0,59.0,THOMAS,Dryland
2003,THDC,Red,RRC,344.0,56.0,THOMAS,Dryland
2003,THDO,Seed,Blaz,227.0,57.0,THOMAS,Dryland
2003,THDO,Pion,64M6,111.0,60.0,THOMAS,Dryland
2003,THDO,Seed,X 92,169.0,60.0,THOMAS,Dryland
2003,THDO,Triu,665,158.0,61.0,THOMAS,Dryland
2003,THDO,Triu,667,139.0,61.0,THOMAS,Dryland
2003,THDO,Triu,645,234.0,59.0,THOMAS,Dryland
2003,THDO,Red,RRC,203.0,58.0,THOMAS,Dryland
2003,THDO,Pion,63M9,204.0,57.0,THOMAS,Dryland
2003,THDO,Kays,9501,280.0,60.0,THOMAS,Dryland
2003,THDO,Deka,DKF3,305.0,56.0,THOMAS,Dryland
2003,THDO,Deka,EXP3,216.0,58.0,THOMAS,Dryland
